N,P,K,temperature,humidity,ph,NPK_Ratio,rainfall,Wind_Speed (m/s),Solar_Radiation (kWh/m²),Crop Variety Category,Y_Max,Soil_Quality,Crop_Yield
107,71,55,29.42017919,83.96754496,6.088064451,0.8492063492063492,117.229079,3.22480555075475,17.84705620632692,banana,50.0,2,23.16127844695017
83,94,47,27.39872329,81.10523402,6.469370954,0.5886524822695035,112.1355384,3.1218897751087935,17.91166313602158,banana,50.0,1,23.357918206138216
102,73,54,26.4020227,84.41007614,5.720726906,0.8031496062992126,111.0162259,3.1387745324100176,18.03149144504666,banana,50.0,1,22.19384847014206
86,79,45,27.81251452,82.69285419,5.80766417,0.6935483870967742,99.20961514,3.328670070792656,17.96857855858017,banana,50.0,1,22.458284898718585
117,86,53,25.19640218,83.55829874,5.703381727999999,0.841726618705036,115.8586081,3.3536301493455207,17.877157109912115,banana,50.0,1,22.065347280493132
111,79,53,28.31193338,75.77363772,6.165001277999999,0.8409090909090909,119.695765,3.186185565143717,17.99138841418556,banana,50.0,2,23.12926681820261
95,74,50,25.90113128,80.47152737,6.002481605,0.7661290322580645,110.10323,3.21459688350025,17.62936428105772,banana,50.0,1,22.71735102094313
91,75,55,27.48612983,76.11239849,6.212369363,0.7,109.2768851,3.119535171275546,18.029095113157936,banana,50.0,1,23.132271460012838
93,83,46,29.38254012,83.50423735,5.765308943,0.7209302325581395,109.2486647,3.327272293301667,17.740247165242916,banana,50.0,1,22.48485025579289
92,85,51,29.22118628,81.08183635,5.740764682000001,0.6764705882352942,108.8616474,3.276538291144101,17.877974448980414,banana,50.0,1,22.400970120187537
104,80,54,27.09062164,81.33506906,5.879119455,0.7761194029850746,110.1331182,3.404118352421298,17.80225155365811,banana,50.0,1,22.56980023013844
103,72,51,26.12643374,81.81365007,6.099478745,0.8373983739837398,104.4812858,3.122164301056949,17.784750395548635,banana,50.0,2,22.923095871807313
92,75,45,29.01207743,77.95192527,5.674403358999999,0.7666666666666667,90.43495443,3.172195818873101,18.030301221858576,banana,50.0,1,22.189276385018786
93,85,49,27.96799119,79.28625709,5.694243847,0.6940298507462687,119.4765557,3.23314120102748,17.867448422989536,banana,50.0,1,22.192125650031166
120,87,52,28.0764455,76.05522115,5.905494703,0.8633093525179856,118.99235729999998,3.2746455625474997,17.9488689312938,banana,50.0,1,22.648197796159877
108,72,46,25.16278237,84.97849241,6.110844721,0.9152542372881356,90.94554618,3.1884298450201594,17.909526485232806,banana,50.0,2,22.893497419111164
105,88,54,25.78749808,84.51194224,6.020445317,0.7394366197183099,114.2005455,3.122700499729553,17.961922625843037,banana,50.0,1,22.797549329682866
98,79,50,25.34119774,84.47321314,6.435917308,0.7596899224806202,91.06493353,3.2981373616672798,17.92190073222675,banana,50.0,1,23.23302635297008
111,88,55,29.44795403,78.34971537,5.505393832999999,0.7762237762237763,96.45042585,3.2821101450294807,17.78591932070187,banana,50.0,1,21.870001686519203
97,74,45,26.47522633,78.51833782,5.677719902000001,0.8151260504201681,113.1161095,3.1183691987185505,18.013845225065438,banana,50.0,1,22.03116428573572
95,82,48,27.39489579,83.31172003,5.719014989,0.7307692307692307,92.78133617,3.3455408888854725,17.864842884804595,banana,50.0,1,22.242403312656485
89,91,55,25.08347445,80.26173100000003,6.275572297999999,0.6095890410958904,94.32961456,3.327016479694583,17.75856035325475,banana,50.0,1,23.072943523541344
89,85,55,26.671983500000003,76.48541655,6.275384607,0.6357142857142857,91.73358569,3.223426258499702,17.871407027024134,banana,50.0,1,23.150375863972275
118,88,51,25.44926208,79.49221962,6.201911642000001,0.8489208633093526,100.6619171,3.2179563950125263,18.064294522184156,banana,50.0,2,23.011838228358222
101,92,45,28.22776705,80.64303840000002,5.758054257,0.7372262773722628,98.00403016,3.2654023858865133,17.999240717332075,banana,50.0,1,22.36493354735635
99,92,47,28.127950899999995,77.48247073,6.3239336470000005,0.7122302158273381,103.5045395,3.123826301749297,17.87935332967994,banana,50.0,1,23.30645972628738
82,77,46,28.9470467,82.1888998,5.901100841,0.6666666666666666,95.83016448,3.212999756691331,17.87929277268888,banana,50.0,1,22.732480025278633
90,86,55,27.96236771,84.15403614,5.644486582000001,0.6382978723404256,97.55986676,2.9947582543140046,17.882055037998988,banana,50.0,1,22.12970362614421
95,88,52,28.00316034,78.90085998,6.235461772000001,0.6785714285714286,94.68180316,3.297642173325216,18.12189334147681,banana,50.0,1,23.225711207003712
104,73,46,29.1400919,80.1190228,6.28236237,0.8739495798319328,90.45142867,3.0538472865307367,17.95241208834388,banana,50.0,2,23.353093518741616
102,73,52,27.9122104,83.36307683,6.356090905,0.816,90.24211529,3.360338591617823,17.957222707839833,banana,50.0,2,23.369808621427467
100,74,52,25.43480512,81.53977797,5.837258235,0.7936507936507936,96.47800391,3.1769845993782777,18.01724688852391,banana,50.0,1,22.350502699412004
94,89,48,28.55980972,84.51602322,5.653437902,0.6861313868613139,111.0843029,3.188829910581805,17.93809745902338,banana,50.0,1,22.191671528699665
99,70,46,26.59580783,82.99556744,5.727469947,0.853448275862069,100.5123341,3.1472232181664723,17.888314328538655,banana,50.0,1,22.19548288707701
112,87,48,27.19711623,77.39706290000002,6.200111067999999,0.8296296296296296,99.46950465,3.181192721382715,17.894583558212226,banana,50.0,2,23.11103671781323
117,82,45,25.29391516,79.29122198,5.614471478,0.9212598425196851,105.4220251,3.3518497432897263,17.907058417179318,banana,50.0,1,21.815689025392494
96,86,51,29.90888522,76.98740841,6.257369799,0.7007299270072993,91.99964712,2.961215743121415,17.91049631946974,banana,50.0,1,23.356485087094946
113,85,45,27.94972463,76.63713353,6.037430836,0.8692307692307693,109.0921631,3.3376931473837415,17.98698149748442,banana,50.0,2,22.894963763602796
105,93,46,25.01018457,78.76260938,5.760457558,0.7553956834532374,108.3690513,3.243798956885094,17.919413131701454,banana,50.0,1,22.122983379951364
85,89,51,29.21144871,84.70189923,6.1581644220000005,0.6071428571428571,108.5501443,3.089294443989201,17.987482550842284,banana,50.0,1,23.261430318118865
108,94,47,27.35911627,84.54625006,6.387431382999999,0.7659574468085106,90.81250457,3.102465369469999,17.906146885109866,banana,50.0,1,23.366407865912706
92,81,52,28.0106804,76.52808057,5.891413895,0.6917293233082706,103.7040783,3.377635911495743,17.922082062152334,banana,50.0,1,22.606209783351765
110,71,54,28.67208915,82.20793613,5.725418961,0.88,94.37987496,3.1154459207806497,17.714398474667515,banana,50.0,1,22.339645105156293
82,75,55,27.34585147,78.48738349999998,6.281069505,0.6307692307692307,92.15524332,3.0946615577153267,18.005851310590973,banana,50.0,1,23.21689781629923
117,81,53,29.50704598,78.20585613,5.507641777999999,0.8731343283582089,98.12565829,3.3237280630113957,17.948867390710525,banana,50.0,1,21.874120281137365
2,40,27,29.73770045,47.54885174,5.954626604,0.029850746268656716,90.09586854,3.2438518964035143,18.01401955410669,mango,15.0,0,21.506149541403943
39,24,31,33.55695561,53.72979826,4.757114897,0.7090909090909091,98.67527561,3.116204051121283,17.624593005301357,mango,15.0,0,20.597206280661045
21,26,27,27.00315545,47.67525434,5.6995869720000005,0.39622641509433965,95.85118326,3.2316591063153846,18.1230560135988,mango,15.0,0,21.588736830789284
25,22,25,33.56150184,45.53556603,5.977413802999999,0.5319148936170213,95.70525913,3.107421340410895,17.900259580305207,mango,15.0,1,22.586521201178638
0,21,32,35.89855625,54.25964196,6.430139436,0.0,92.19721736,3.3200787486171834,18.025036824794476,mango,15.0,0,20.502773448986705
20,19,35,34.17719782,50.62161586,6.113935087000001,0.37037037037037035,98.00687989,3.316133705262236,17.810227950408173,mango,15.0,0,22.90481884242894
19,21,34,30.01592643,53.19212381,5.074272692,0.34545454545454546,97.72843182,3.263197228657117,17.97549593362698,mango,15.0,0,20.625515876381385
18,17,31,31.74592134,45.16127859,5.667507706,0.375,93.75441586,3.2461627148996244,17.80887698680336,mango,15.0,0,21.739455097129333
11,36,33,35.99009679,52.22780489,5.978634285,0.15942028985507245,95.3713484,3.38611542126166,17.851841647051145,mango,15.0,0,22.733494597321577
30,28,30,31.86641378,52.19331595,5.064613314,0.5172413793103449,98.46768642,3.2099652415137454,18.105621678507404,mango,15.0,0,20.793563217915768
18,19,27,27.75518664,52.34605806,4.772385986000001,0.391304347826087,94.11213345,3.0918091962328424,17.895150303044392,mango,15.0,0,20.100379732306273
23,23,27,34.72413192,51.4271781,5.161148592,0.46,97.31258083,3.2549440000581535,17.935961830438696,mango,15.0,0,21.031884342311038
37,30,34,27.53907547,53.63549533,6.797779227,0.578125,99.35408185,3.418601313728634,18.0012253161896,mango,15.0,1,22.76069220111543
11,27,30,27.69637763,48.56224879999999,6.39474303,0.19298245614035087,89.85646496,3.1085206594563375,17.963786731917985,mango,15.0,0,22.701369298633093
12,19,31,27.25373364,52.66319725,5.566704378,0.24,91.87312479,3.1738503321055243,17.929260433635083,mango,15.0,0,21.236102465247015
3,28,33,30.33723921,48.88704844,5.755049971,0.04918032786885246,94.42850522,3.251641212585068,17.95071464336735,mango,15.0,0,21.364417015603323
37,38,32,31.85744939,45.53106268,5.417340525,0.5285714285714286,91.55845821,3.204606123874349,18.154560101644552,mango,15.0,0,21.37592107475821
26,37,30,35.39986338,49.45962621,6.166173833999999,0.3880597014925373,97.41054011,3.1117662507371913,17.90845666341737,mango,15.0,0,23.130386876665376
14,18,30,29.80747243,52.13797867,5.191265116,0.2916666666666667,95.74606104,3.32218239439797,17.934328447792222,mango,15.0,0,20.692537715208736
40,16,35,34.16438906,54.16482251,4.954739564,0.7843137254901961,98.33351125,3.4420006809766486,18.019283982721486,mango,15.0,0,20.77701845913363
4,20,25,28.93270187,47.94053996,5.664587011,0.08888888888888889,99.9834242,3.2296097546773135,18.024771136416522,mango,15.0,0,21.142300041020476
36,25,33,27.98392787,53.33018851,5.548584852,0.6206896551724138,99.61465679,3.1195897798013226,18.032921573676763,mango,15.0,1,21.44524664832303
30,17,31,31.20478173,54.49960506,6.804437106,0.625,94.62954663,3.055100556269575,17.978091565323645,mango,15.0,1,22.905546883378367
28,37,28,32.13409675,50.52559148,6.097869767000001,0.4307692307692308,98.63333684,3.2357942068970407,17.799918051847676,mango,15.0,0,22.848372379489813
38,15,30,28.91862016,48.13974548,5.075504537,0.8444444444444444,97.01331604,3.3203843431065487,18.077561696350834,mango,15.0,0,20.515373128026795
12,37,30,31.09779147,47.41196659,4.546466109,0.1791044776119403,90.28624348,3.257513383424461,17.799584003818858,mango,15.0,0,20.139435371381055
38,19,31,34.73823882,49.08864345,5.855119267999999,0.76,90.65022183,3.2097562246830376,17.94448208964463,mango,15.0,1,22.47262093185285
8,33,29,29.98080499,49.48613279,6.442393461,0.12903225806451613,91.82271568,3.151069443595992,17.83879095811879,mango,15.0,0,22.814697241275024
15,27,28,33.80398664,46.12866113,4.507523551,0.2727272727272727,90.82549241,3.1007802455031137,17.907804708461427,mango,15.0,0,20.279805890183574
34,16,25,30.07202564,50.96040505,6.10729559,0.8292682926829268,92.09609766,3.293471741407411,17.947094784151073,mango,15.0,2,22.646628822880675
11,36,31,27.92063282,51.77965917,6.47544932,0.16417910447761194,100.2585673,3.3013737709134814,17.946354264665754,mango,15.0,0,22.804851476528913
33,29,34,31.40948821,49.21729127,6.832979508999999,0.5238095238095238,92.99739415,3.0554236301058495,17.956410618544254,mango,15.0,1,22.90889983992969
12,31,26,35.7877738,51.94190321,5.395275719,0.21052631578947367,100.2160615,3.368980506592991,18.07558967002659,mango,15.0,0,21.43452695946495
12,34,28,33.36140093,45.02236377,6.13526938,0.1935483870967742,98.81596545,3.2674037308643227,17.959571973272123,mango,15.0,0,22.791940351489227
5,16,31,35.96054636,48.69677802,4.555688532,0.10638297872340426,98.00644238,3.349956073289502,17.88980287959166,mango,15.0,0,20.07668850109212
1,30,29,28.33333307,51.39586505,6.4341977560000005,0.01694915254237288,91.67241761,3.0757838339264114,18.010627259949562,mango,15.0,0,21.546904537100975
16,35,31,32.27652024,50.19368841,5.316875978000001,0.24242424242424243,95.99487068,3.0734141932333787,18.03316559201319,mango,15.0,0,21.14647677897232
35,18,26,31.99490489,50.84881347,5.279388967,0.7954545454545454,97.38741498,3.195099677798193,17.791457761607028,mango,15.0,0,21.069209477291327
4,40,26,27.58258929,48.56916221,6.720041791,0.06060606060606061,95.8445641,3.260275051464442,17.97395855010571,mango,15.0,0,22.278957776960105
9,29,34,29.38471637,45.88744691,5.72742254,0.14285714285714285,100.8124659,3.3896326910676193,17.984335817351816,mango,15.0,0,21.667270807944277
2,38,33,32.38697531,53.2328243,4.691396195,0.028169014084507043,90.21633216,3.280604500156436,17.884462192784728,mango,15.0,0,19.598522716816536
26,32,32,30.91471455,49.92963856,6.810186079,0.40625,90.14047759,3.1857284810937196,18.051789224451888,mango,15.0,0,22.897307870178505
34,38,31,35.37775595,45.58110023,6.454045329,0.4927536231884058,97.41586402,3.1073596880083336,17.899212984417474,mango,15.0,0,23.366027793226912
5,32,33,32.32362177,52.58967710000001,5.842763773,0.07692307692307693,93.36718816,3.3329966660468378,17.92677618846788,mango,15.0,0,21.98279228563038
31,29,26,28.22373428,47.40519056,5.024124683999999,0.5636363636363636,97.76832322,3.113526066199851,17.89691136069234,mango,15.0,0,20.449964396878137
34,34,35,27.27433181,47.16808054,6.422710539,0.4927536231884058,95.257992,3.372843464252155,17.915776447878873,mango,15.0,0,22.870050241545776
36,19,32,27.10710832,50.70880979,4.94295037,0.7058823529411765,92.37238878,3.181558143814272,17.804591034431205,mango,15.0,0,20.2910810564161
7,17,26,34.89226666,48.75613373,6.414526606,0.16279069767441862,91.63074547,3.3690548160367078,17.770213454861295,mango,15.0,0,22.961145937410357
38,15,27,33.7462686,48.50387598,6.777788126,0.9047619047619048,92.26439205,3.2778897377808507,18.07366904944322,mango,15.0,2,23.0166395235072
5,19,25,27.351105600000004,54.43945147,6.441328044,0.11363636363636363,96.27792547,3.196297059830677,17.82952240828889,mango,15.0,0,22.4436879549432
37,36,26,32.89300162,52.61323969,4.650536197,0.5967741935483871,94.49161372,3.15805697159231,17.815079308175093,mango,15.0,0,20.491721471991823
21,31,32,35.38598705,51.42664176,5.254532213,0.3333333333333333,90.29643888,3.1759058210403146,17.698879531760355,mango,15.0,0,21.256615515377923
37,36,27,27.552973600000005,47.90859131,5.910634533,0.5873015873015873,90.40332704,3.2528282780124465,17.850322368351776,mango,15.0,1,22.18455004775915
23,23,30,32.82141065,47.45553843,4.755273631000001,0.4339622641509434,90.89173106,3.2177122583966944,17.781909563779976,mango,15.0,0,20.430348337755714
36,26,26,30.17294105,51.0845903,6.814630246,0.6923076923076923,95.23444287,3.150615467968052,18.078420059134363,mango,15.0,1,22.846561070429313
24,33,35,29.26382931,54.82257868,5.342866119,0.35294117647058826,100.7586226,3.1934334677431595,18.01520025205499,mango,15.0,0,21.114801153519913
26,18,30,32.06097197,51.08494181,6.336234623999999,0.5416666666666666,96.59816497,3.2178543117468377,17.845403508602953,mango,15.0,1,23.063042042578754
22,17,26,28.69818144,47.71875722,4.754435025,0.5116279069767442,99.642454,2.9971231993334415,18.139462123655157,mango,15.0,0,20.112739692050393
11,34,32,29.14305008,49.40983294,6.831706773,0.16666666666666666,97.55155537,3.2558134202537925,18.012395091819883,mango,15.0,0,22.615937180197555
29,35,28,28.347161100000005,53.53903102,6.9674177660000005,0.4603174603174603,90.40260445,3.112024486303242,17.881735404769863,mango,15.0,0,22.51836305259298
22,28,26,27.67256197,45.41692012,4.947683034,0.4074074074074074,92.84991507,3.094663368454348,17.664277971633368,mango,15.0,0,20.260320738993233
23,24,32,28.1218093,46.16888595,5.630619901,0.4107142857142857,93.30247448,3.041262174063852,18.1433128003798,mango,15.0,0,21.513697625670304
1,35,34,30.79375683,46.69536813,6.27339822,0.014492753623188406,92.21318555,3.0306073589881337,17.775261296444366,mango,15.0,0,21.581005601095058
2,24,34,28.89409382,54.80750249,6.472774648,0.034482758620689655,94.76322976,3.0744518584636937,17.749678668425037,mango,15.0,0,22.119031653210364
39,37,25,33.33024826,45.61143594,6.953246506,0.6290322580645161,98.28583013,3.139094513011874,18.01647558632169,mango,15.0,1,22.797812377977777
15,36,27,27.78912455,53.96886679,5.6437102160000014,0.23809523809523808,91.01152997,3.4053225225275794,18.15819378375465,mango,15.0,0,21.557978380758076
3,18,31,31.65333432,48.20662669,6.392313972999999,0.061224489795918366,91.09745581,3.1574086411854023,18.052645824971776,mango,15.0,0,22.407528850450134
8,38,32,29.75150773,46.73723302,4.981816523,0.11428571428571428,91.405983,3.227771619401726,17.97060945512596,mango,15.0,0,20.295981204604175
33,31,34,31.32995611,50.22287593,5.421265282999999,0.5076923076923077,89.78216168,3.2500447474255556,17.973693977287255,mango,15.0,0,21.37711684727215
14,29,32,35.63627319,48.97047762,6.942520105,0.22950819672131148,97.51952041,3.2231031273965076,17.999560098998757,mango,15.0,0,22.85895007442141
18,20,26,31.66524687,51.98594645,5.435840509,0.391304347826087,89.98024312,3.2022522627023235,17.9901114020994,mango,15.0,0,21.301121250168563
9,21,32,32.26935342,53.56092806,5.870116071,0.16981132075471697,95.94035356,3.090467232414998,17.942337685517664,mango,15.0,0,22.201363688723056
20,30,27,27.81005614,51.59445462,4.74910393,0.3508771929824561,95.89898581,3.355089363602844,17.924638653515913,mango,15.0,0,20.147454350502386
9,38,25,34.58561471,50.34035336,5.497946899,0.14285714285714285,100.3060719,3.3907162731387115,17.90795923033077,mango,15.0,0,21.508271968785788
26,24,34,31.27180992,52.23810152,6.811291098,0.4482758620689655,89.74409017,3.041730739362654,17.838822084234057,mango,15.0,0,22.9171628436236
31,36,29,33.93679864,52.72170281,6.460542749,0.47692307692307695,97.4611918,3.1075937496862847,17.886151035434047,mango,15.0,0,23.339464391332253
14,18,35,31.09154239,47.02058367,4.791146778,0.2641509433962264,91.46664318,3.182015574537222,17.744922861701188,mango,15.0,0,20.25494404044576
40,16,35,31.89356292,49.02450149,6.4841522000000005,0.7843137254901961,89.59371481,3.1135428292839036,17.90438458044125,mango,15.0,1,23.125149069867067
28,27,34,32.45465292,50.69693751,6.526654345,0.45901639344262296,95.04871605,3.2605931641205093,17.815359432405632,mango,15.0,0,23.212527521029305
0,17,30,35.47478322,47.97230503,6.279133738,0.0,97.79072474,3.1371693885342613,17.803859611399147,mango,15.0,0,20.2810527902726
1,29,29,27.32961444,49.30347234,6.052026047000001,0.017241379310344827,93.53197359,3.426502215555583,17.932207958236074,mango,15.0,0,21.028341334826788
2,36,31,30.90225239,49.95955487,5.73171945,0.029850746268656716,91.77522598,3.329051468209282,18.053418771755187,mango,15.0,0,21.124242813058203
12,27,26,29.09382275,45.5661059,5.32307197,0.22641509433962265,96.23520043,3.231254011838144,18.006050203720957,mango,15.0,0,20.81526470182634
7,28,35,30.02086169,46.78393776,4.66910839,0.1111111111111111,96.63721027,3.312695235106896,17.75716848275841,mango,15.0,0,19.977508372660022
0,36,26,34.13072188,51.25786185,5.101206389,0.0,96.38808001,3.320586651210654,17.81525572946369,mango,15.0,0,18.07247357969108
26,35,31,33.44619894,53.05980465,5.339556562,0.3939393939393939,98.05089394,3.1536018599690983,18.008295661919547,mango,15.0,0,21.352621471378757
27,21,30,35.3915464,52.48823147,5.061081874,0.5294117647058824,91.22881052,3.1283748843207264,17.815969803766894,mango,15.0,0,20.95071704470137
22,38,31,31.53356352,53.06009323,5.8211060360000015,0.3188405797101449,98.57025046,3.2178109150718877,17.891755228121024,mango,15.0,0,22.27077147865206
22,18,31,30.764551500000003,47.93791463,5.956027059,0.4489795918367347,90.38503469,3.296160221224717,17.96922375302318,mango,15.0,0,22.37690078271392
28,23,28,30.01821337,50.09831810000001,5.676032581,0.5490196078431373,96.08745082,3.2239026486402644,17.817384097634363,mango,15.0,1,21.7866942185887
7,31,27,31.32863689,47.59319575,6.524114355,0.1206896551724138,94.67344737,3.052296960555823,17.924756093735322,mango,15.0,0,22.83364998787967
29,34,26,33.88004781,54.39416048,6.2739536760000005,0.48333333333333334,89.29147581,3.1297141643798385,17.780815993628906,mango,15.0,0,23.215386716783982
8,37,33,28.07802689,54.9640534,6.128167757000001,0.11428571428571428,97.45373619,3.202599322415485,17.854081778725604,mango,15.0,0,22.46557480099139
39,16,27,35.53845018,52.94641947,4.934964765,0.9069767441860465,91.54560427,3.2024300483423396,17.94619673653498,mango,15.0,0,20.79262399288549
40,24,25,28.70595247,50.44030129,5.445008416,0.8163265306122449,95.8946444,3.4072508264539034,17.754919169767557,mango,15.0,0,21.21930335879485
19,38,26,31.48451729,48.77926304,4.525722333,0.296875,93.17221967,3.071397814535023,17.958266016916767,mango,15.0,0,20.236795429207376
21,21,30,27.69819273,51.41593238,5.403908327999999,0.4117647058823529,100.7720705,3.2605555329585103,17.912254763228056,mango,15.0,0,21.016127238504577
22,18,33,30.41235793,52.48100602,6.621623545,0.43137254901960786,93.92375879,3.3589079196077516,17.96946753856244,mango,15.0,0,22.991083132444736
31,20,30,32.17752026,54.01352682,6.207495815,0.62,91.88766069,3.4371415833172025,17.936609956527192,mango,15.0,1,22.998977313620976
18,26,31,32.611261400000004,47.74916499,5.418475257000001,0.3157894736842105,91.10190759,3.1695568664565266,18.05063258611811,mango,15.0,0,21.329691337589583
24,130,195,29.99677232,81.54156612,6.112305667,0.07384615384615385,67.12534492,3.2591395540469428,17.926740993385515,grapes,15.0,0,23.167062569562155
13,144,204,30.7280404,82.42614055,6.092241627000001,0.03735632183908046,68.38135469,3.2669726444947873,17.8712779890082,grapes,15.0,0,23.098644023217638
22,123,205,32.44577836,83.88504863,5.896343436,0.06707317073170732,68.73932528,3.229544781930252,17.926448293423952,grapes,15.0,0,22.9214410629365
36,125,196,37.46566825,80.65968681,6.15526103,0.11214953271028037,66.83872293,3.200112088650992,17.968548346024363,grapes,15.0,0,23.6943486150777
24,131,196,22.03296178,83.74372787,5.732453638,0.07339449541284404,65.34440794,3.2535941477249275,17.919104550153296,grapes,15.0,0,21.820341183916
2,123,198,39.64851881,82.21079946,6.253034534,0.006230529595015576,70.39906054,2.956772000252954,17.918277712241114,grapes,15.0,0,23.029047662387775
35,140,197,16.77557314,82.75241875,6.106190557000001,0.10385756676557864,66.76285469,3.278203557781186,17.84401937434005,grapes,15.0,0,22.095394284168744
11,122,195,12.14190714,83.56812483,5.647202395,0.03470031545741325,69.63122027,3.2226143991411194,17.84792845136563,grapes,15.0,0,20.372836673259688
6,123,203,12.7567962,81.62497448,6.130310493,0.018404907975460124,66.77844567,3.1877491190970964,17.773958015940757,grapes,15.0,0,21.26234580882922
17,134,204,39.04071989,80.18393287,6.499604931,0.05029585798816568,73.88467027,3.4146828283468786,18.08917621743942,grapes,15.0,0,23.95534227251586
25,130,197,39.70772192,82.68593454,5.554831977,0.0764525993883792,74.91506217,3.1425032068958676,17.789832219581598,grapes,15.0,0,22.556715697865766
27,145,205,9.467960445,82.29335466,5.800242694,0.07714285714285714,66.02765219,3.16968900986842,17.844928023341133,grapes,15.0,0,20.397648609614688
9,122,201,29.58748357,80.91934392,5.570290539,0.02786377708978328,68.06417307,3.409151938995396,17.842377816563804,grapes,15.0,0,21.81306496669844
16,139,203,17.82803682,80.96093443,6.27564088,0.04678362573099415,65.84748763,3.126790478289937,18.003710980815168,grapes,15.0,0,22.325891074010983
32,141,204,8.825674745,82.89753705,5.536645599,0.0927536231884058,67.235765,3.1549850804812687,17.884723575291524,grapes,15.0,0,19.699740104974538
22,138,195,27.83487131,83.51444973,6.208196881,0.06606606606606606,73.02882766,3.195294066431838,18.038992750388097,grapes,15.0,0,23.174830578922133
31,144,202,11.02105378,80.55557235,5.870600622,0.08959537572254335,68.23963161,3.2940700569878776,17.846869480696338,grapes,15.0,0,20.8260948305387
3,136,205,17.5862944,80.84806564,6.334771461,0.008797653958944282,71.40654520000002,3.230776859510254,17.942117959343104,grapes,15.0,0,21.779847388031794
28,122,197,19.89363946,82.73366439,5.856575335,0.0877742946708464,69.66256816,3.0807340740596967,17.830683837794748,grapes,15.0,0,21.909792598127606
4,136,204,29.93707596,81.77713468,5.898944282,0.011764705882352941,65.52279323,3.156779752462204,18.128733455898065,grapes,15.0,0,22.281152677574557
39,145,201,36.73126647,80.58931938,5.775600435,0.11271676300578035,72.24230804,3.1492611654537015,17.795458701217775,grapes,15.0,0,22.92410672538724
38,132,197,20.42094753,81.54185044,5.931101816,0.11550151975683891,66.93065667,3.2022745042526184,17.945200614143427,grapes,15.0,0,22.13366790912376
36,133,198,25.51939719,83.98351748,6.2286454,0.10876132930513595,69.17281221,3.2525809746379055,17.977596231213933,grapes,15.0,0,23.084705999283255
25,121,201,30.50734778,82.71775569,5.594240602999999,0.07763975155279502,70.08200379,3.25181718436372,17.955598452865875,grapes,15.0,0,22.12893884432626
15,125,199,18.426993600000007,80.55625868,5.569230319,0.046296296296296294,69.75734306,3.0323954333700827,17.895689777232956,grapes,15.0,0,21.012885277133794
24,140,205,12.087022,83.59398734,5.93202852,0.06956521739130435,68.66813363,3.316390707531008,17.90123647314738,grapes,15.0,0,21.130173422706395
13,132,203,23.60115364,82.48336987,6.423216506,0.03880597014925373,73.23901752,3.235253493374585,17.918599690318636,grapes,15.0,0,22.94207890114282
5,126,197,12.80000387,81.20876367,6.417500829,0.015479876160990712,67.10439401,3.3484498135343133,17.899518342957876,grapes,15.0,0,21.481204892536603
30,120,200,38.06099482,82.24729637,6.234904253,0.09375,65.70148216,3.25441644150399,18.010606454800214,grapes,15.0,0,23.829770984005304
23,142,197,39.06555518,82.03812973,6.000573725,0.06784660766961652,69.30772897,3.320128904548499,18.135270843279862,grapes,15.0,0,23.484550836620286
26,135,203,33.78372897,81.16314317,5.6851027689999984,0.07692307692307693,74.53557341,3.2566511399199354,17.858469364619943,grapes,15.0,0,22.52523684244178
7,126,203,16.76201707,82.00335557,5.662140095,0.02127659574468085,73.28712806,3.3446191843951976,17.777238245162817,grapes,15.0,0,20.87138456312954
32,139,198,35.89307536,82.66850729,6.358186848,0.09495548961424333,66.53946559,3.262221672376701,17.9053903382856,grapes,15.0,0,23.84275689508167
9,141,202,21.01245395,81.17931863,6.119495295,0.026239067055393587,66.38448261,3.200205084130632,18.172189476886157,grapes,15.0,0,22.312387804810932
20,142,196,10.89875873,80.01639435,6.207600782999999,0.05917159763313609,68.69420397,3.437240080819611,17.83385108632375,grapes,15.0,0,21.355294732438036
32,129,201,16.36251869,83.00471609,6.48754639,0.09696969696969697,71.55665483,3.298900321002912,18.07813022366513,grapes,15.0,0,22.385819779995998
3,134,199,20.28370163,81.32235739,5.81717753,0.009009009009009009,71.06611222,3.267371050875364,18.081988624528368,grapes,15.0,0,21.202177533316622
38,138,204,25.11108456,83.25447587,6.325480034,0.1111111111111111,73.01026829,3.0823661671210894,17.858859718949926,grapes,15.0,0,23.150489891330096
14,131,198,33.4641162,83.86742974,5.562790949,0.0425531914893617,67.92204319,3.081165847028569,17.971116851039252,grapes,15.0,0,22.16596548108134
20,122,204,11.7976469,80.86325389,6.487369687,0.06134969325153374,65.06962486,3.239268156989108,18.07705820543358,grapes,15.0,0,21.69840745288797
40,126,201,11.36300891,80.03100049,6.116982944,0.12232415902140673,71.18289431,3.224548728551747,17.876305769021975,grapes,15.0,0,21.3694201475955
36,128,204,25.23542319,80.68700527,5.695792761,0.10843373493975904,67.03840888,3.1485843522740913,17.89386050711049,grapes,15.0,0,22.00657540337283
11,132,197,15.99050693,81.23966573,5.7343170070000005,0.03343465045592705,74.40198861,3.2240948787361288,17.85605045172586,grapes,15.0,0,21.065016825330673
0,137,195,22.4359017,80.18612085,6.329499832000001,0.0,65.3973168,3.3688593015792825,17.812742870051437,grapes,15.0,0,19.979654352338926
19,123,200,34.76086052,81.03544763,6.167013532,0.058823529411764705,65.70430027,3.2795368562299525,17.849290788614123,grapes,15.0,0,23.499818803821455
